record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Other_students_kind_and_helpful,Parents_understand_problems,Were_underweight,Were_overweight,score
10307,0,0,0,13 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Always,0,1,4
10308,1,1,1,14 years old,0,0 times,1 to 3 times,Rarely,3 or more,Most of the time,Never,0,0,99
10309,0,0,0,15 years old,1,4 or 5 times,1 to 3 times,Never,3 or more,Rarely,Never,0,1,9
10310,0,0,0,15 years old,1,0 times,4 to 7 times,Sometimes,1,Always,Rarely,0,1,9
10311,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,0,1,6
10312,0,0,1,14 years old,1,0 times,1 to 3 times,Rarely,3 or more,Rarely,Sometimes,0,1,35
10314,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10316,0,0,0,14 years old,0,0 times,0 times,Sometimes,2,Sometimes,Never,0,0,9
10318,0,1,0,14 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Always,0,0,35
10319,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10321,0,1,0,13 years old,0,2 or 3 times,0 times,Never,2,Sometimes,Rarely,0,0,38
10322,0,0,1,13 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Rarely,0,0,37
10323,0,0,0,14 years old,1,1 time,0 times,Rarely,2,Sometimes,Never,0,0,9
10326,1,0,0,14 years old,1,0 times,0 times,Never,3 or more,Never,Never,0,0,38
10327,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Never,Most of the time,0,0,7
10328,1,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Never,Never,0,0,39
10333,0,1,1,13 years old,0,1 time,0 times,Rarely,3 or more,Always,Never,0,0,66
10334,0,0,0,15 years old,0,0 times,4 to 7 times,Most of the time,1,Most of the time,Never,0,0,14
10335,0,1,1,14 years old,1,0 times,1 to 3 times,Never,3 or more,Always,Sometimes,0,0,63
10336,0,0,0,16 years old,1,0 times,0 times,Never,1,Most of the time,Sometimes,0,0,7
10337,0,0,0,14 years old,1,6 or 7 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,1,12
10338,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Never,0,1,4
10339,1,1,1,16 years old,1,0 times,0 times,Rarely,0,Most of the time,Rarely,0,1,100
10340,0,1,0,16 years old,1,1 time,1 to 3 times,Never,3 or more,Sometimes,Never,0,0,38
10343,0,0,0,16 years old,0,0 times,12 or more times,Sometimes,3 or more,Most of the time,Rarely,0,0,12
10344,0,0,1,17 years old,0,0 times,0 times,Always,0,Rarely,Never,0,0,42
10345,0,0,0,16 years old,0,1 time,1 to 3 times,Rarely,3 or more,Always,Rarely,0,0,6
10346,0,0,0,16 years old,0,0 times,0 times,Always,2,Rarely,Sometimes,0,1,8
10347,0,1,0,16 years old,1,1 time,1 to 3 times,Never,2,Most of the time,Most of the time,0,1,37
10348,0,0,0,15 years old,1,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,1,8
10350,1,1,1,15 years old,0,6 or 7 times,4 to 7 times,Always,1,Rarely,Never,0,0,107
10352,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Never,Rarely,0,1,8
10353,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
10354,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,7
10355,0,0,0,15 years old,0,0 times,0 times,Rarely,0,Always,Sometimes,0,0,6
10356,0,0,0,15 years old,1,0 times,0 times,Rarely,2,Sometimes,Sometimes,0,1,6
10357,0,0,1,16 years old,0,0 times,0 times,Most of the time,1,Rarely,Never,0,0,40
10358,0,0,0,17 years old,1,1 time,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,6
10359,0,0,0,15 years old,0,0 times,0 times,Most of the time,0,Always,Never,0,0,10
10360,0,0,0,15 years old,0,0 times,0 times,Never,2,Most of the time,Sometimes,0,1,6
10361,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,0,6
10362,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
10364,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
10365,0,0,0,17 years old,0,0 times,0 times,Most of the time,0,Sometimes,Never,0,0,12
10366,0,1,1,17 years old,0,2 or 3 times,1 to 3 times,Always,2,Rarely,Never,0,0,73
10367,0,0,1,16 years old,0,0 times,0 times,Most of the time,0,Most of the time,Rarely,0,0,42
10370,0,0,0,15 years old,0,0 times,0 times,Most of the time,0,Sometimes,Never,0,0,12
10371,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,0,6
10372,1,0,0,16 years old,0,1 time,0 times,Sometimes,1,Rarely,Rarely,0,0,39
10373,0,0,1,17 years old,0,0 times,0 times,Sometimes,2,Always,Rarely,0,1,36
10374,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Sometimes,0,0,5
10377,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
10379,1,1,1,17 years old,0,0 times,0 times,Sometimes,2,Always,Never,0,0,97
10380,0,0,1,16 years old,0,0 times,0 times,Sometimes,1,Rarely,Sometimes,0,0,37
10383,0,0,0,16 years old,0,0 times,0 times,Never,2,Sometimes,Sometimes,0,1,5
10384,0,0,1,17 years old,0,0 times,0 times,Never,0,Sometimes,Sometimes,0,0,37
10386,0,1,1,16 years old,0,0 times,0 times,Always,0,Never,Rarely,0,0,74
10387,0,0,0,17 years old,0,0 times,0 times,Most of the time,3 or more,Rarely,Always,0,0,4
10388,0,0,0,16 years old,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,0,10
10392,0,1,0,17 years old,0,1 time,0 times,Most of the time,3 or more,Most of the time,Never,0,0,41
10393,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Rarely,Rarely,0,1,4
10395,0,0,0,17 years old,0,0 times,0 times,Most of the time,0,Sometimes,Never,0,0,12
10397,0,0,0,16 years old,0,0 times,0 times,Sometimes,1,Sometimes,Sometimes,0,0,8
10399,1,0,1,17 years old,0,0 times,0 times,Always,1,Never,Never,0,0,74
10405,0,0,0,13 years old,0,0 times,0 times,Sometimes,1,Never,Never,0,0,12
10406,1,1,0,14 years old,0,1 time,0 times,Most of the time,3 or more,Sometimes,Never,0,0,70
10407,1,0,0,13 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Always,0,0,36
10410,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
10411,0,0,0,13 years old,0,2 or 3 times,0 times,Rarely,0,Most of the time,Most of the time,0,0,10
10413,0,1,1,14 years old,0,2 or 3 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,1,70
10415,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10417,0,1,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,39
10421,1,1,0,13 years old,0,0 times,1 to 3 times,Most of the time,2,Sometimes,Sometimes,0,0,69
10422,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10423,1,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Always,0,0,32
10424,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
10425,0,1,1,14 years old,0,6 or 7 times,0 times,Sometimes,3 or more,Always,Most of the time,0,0,67
10426,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Never,0,0,7
10428,0,1,0,14 years old,0,0 times,0 times,Always,2,Always,Never,0,0,39
10429,1,1,1,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,97
10430,0,0,1,14 years old,1,0 times,1 to 3 times,Sometimes,1,Most of the time,Never,0,0,42
10431,0,0,0,15 years old,1,2 or 3 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,7
10434,1,1,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Sometimes,0,0,68
10435,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
10436,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Always,Never,0,1,6
10440,0,0,0,14 years old,1,10 or more times,4 to 7 times,Always,3 or more,Most of the time,Rarely,0,1,17
10441,0,0,0,14 years old,1,4 or 5 times,4 to 7 times,Most of the time,3 or more,Sometimes,Rarely,0,0,13
10442,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,6
10444,0,0,1,15 years old,1,1 time,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,37
10445,0,1,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,34
10446,0,0,0,15 years old,1,0 times,0 times,Never,0,Sometimes,Always,0,0,5
10447,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10448,0,0,0,14 years old,0,0 times,1 to 3 times,Sometimes,0,Never,Never,0,0,14
10449,0,0,0,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Sometimes,0,1,6
10450,0,0,1,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
10451,0,0,1,14 years old,0,1 time,0 times,Rarely,3 or more,Most of the time,Always,0,0,35
10454,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10458,1,1,1,16 years old,1,2 or 3 times,0 times,Most of the time,2,Sometimes,Sometimes,0,0,100
10459,1,0,0,17 years old,1,1 time,0 times,Most of the time,3 or more,Sometimes,Never,0,1,40
10460,0,0,0,15 years old,0,0 times,0 times,Most of the time,2,Sometimes,Most of the time,1,0,7
10461,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
10462,1,1,0,15 years old,0,2 or 3 times,0 times,Sometimes,2,Rarely,Rarely,1,0,69
10463,0,1,1,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,64
10464,1,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Most of the time,0,0,94
10465,1,1,1,15 years old,0,0 times,0 times,Most of the time,3 or more,Rarely,Rarely,0,0,97
10466,0,1,1,16 years old,0,0 times,0 times,Always,3 or more,Always,Most of the time,0,0,65
10469,1,1,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,96
10470,0,1,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Never,Sometimes,0,0,39
10471,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,0,5
10473,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10477,0,1,1,15 years old,0,1 time,0 times,Rarely,3 or more,Sometimes,Sometimes,0,1,66
10480,0,0,0,15 years old,0,0 times,0 times,Always,3 or more,Never,Always,0,0,8
10481,0,0,0,14 years old,1,4 or 5 times,4 to 7 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,11
10482,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
10485,0,0,0,17 years old,1,0 times,0 times,Never,2,Sometimes,Always,0,0,3
10487,0,0,0,17 years old,0,1 time,0 times,Most of the time,3 or more,Most of the time,Rarely,0,0,10
10489,1,1,1,17 years old,1,1 time,1 to 3 times,Most of the time,0,Rarely,Most of the time,0,0,100
10490,1,1,1,17 years old,0,0 times,0 times,Most of the time,1,Most of the time,Rarely,0,0,101
10491,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
10492,0,0,0,18 years old or older,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,0,10
10493,0,0,0,18 years old or older,0,0 times,1 to 3 times,Never,3 or more,Sometimes,Most of the time,0,0,4
10494,0,1,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,37
10496,0,0,0,17 years old,1,0 times,0 times,Never,2,Always,Always,0,1,1
10497,1,1,1,17 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Rarely,1,0,99
10498,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Always,Most of the time,1,0,2
10500,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,0,5
10501,1,1,1,17 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Sometimes,0,0,97
10502,1,0,0,17 years old,1,0 times,0 times,Most of the time,3 or more,Sometimes,Always,0,0,35
10509,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,5
10510,1,0,0,14 years old,0,0 times,0 times,Most of the time,3 or more,Always,Always,0,0,33
10511,1,0,0,13 years old,0,1 time,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,39
10514,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Rarely,Rarely,0,0,4
10516,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10517,0,0,0,13 years old,0,0 times,0 times,Never,2,Most of the time,Always,1,0,4
10519,0,0,0,14 years old,1,0 times,12 or more times,Rarely,3 or more,Most of the time,Always,0,0,8
10526,1,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Sometimes,0,0,35
10528,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,0,3
10534,0,1,1,14 years old,1,2 or 3 times,4 to 7 times,Never,0,Always,Most of the time,0,1,68
10536,1,1,1,14 years old,0,1 time,0 times,Most of the time,1,Rarely,Sometimes,1,0,99
10537,0,0,0,14 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Always,0,0,3
10538,1,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,35
10539,1,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,34
10540,1,1,1,14 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Never,0,0,97
10541,0,0,0,14 years old,0,0 times,0 times,Rarely,1,Sometimes,Most of the time,0,0,6
10542,1,1,1,15 years old,0,0 times,0 times,Rarely,2,Most of the time,Always,0,1,95
10543,0,0,1,14 years old,0,0 times,0 times,Sometimes,0,Always,Sometimes,0,0,37
10546,0,0,0,14 years old,0,2 or 3 times,0 times,Rarely,3 or more,Always,Rarely,0,0,6
10548,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,0,5
10551,1,1,1,15 years old,0,0 times,0 times,Always,2,Never,Never,0,0,103
10552,0,0,1,15 years old,0,0 times,4 to 7 times,Most of the time,2,Sometimes,Never,0,0,42
10555,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
10558,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
10560,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10561,1,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Never,Never,0,1,40
10563,1,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,94
10564,0,1,0,16 years old,0,0 times,0 times,Most of the time,2,Never,Most of the time,0,0,39
10565,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10566,1,1,1,15 years old,0,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,0,97
10567,1,1,1,15 years old,0,0 times,0 times,Always,1,Sometimes,Never,0,0,102
10568,0,0,0,15 years old,0,0 times,0 times,Always,2,Always,Sometimes,1,0,7
10570,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10571,0,1,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,1,38
10572,0,1,1,15 years old,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,0,70
10573,0,0,0,15 years old,0,0 times,0 times,Sometimes,2,Sometimes,Sometimes,0,1,7
10574,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Never,Never,0,0,10
10577,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,0,6
10579,1,1,1,15 years old,1,1 time,1 to 3 times,Always,3 or more,Most of the time,Never,0,0,103
10580,1,1,1,16 years old,0,2 or 3 times,0 times,Most of the time,3 or more,Sometimes,Never,0,0,101
10582,1,0,0,16 years old,0,0 times,0 times,Never,3 or more,Never,Rarely,0,1,37
10583,0,0,0,15 years old,0,0 times,4 to 7 times,Never,3 or more,Never,Always,0,0,6
10584,0,0,0,15 years old,0,1 time,0 times,Rarely,3 or more,Never,Always,0,0,6
10586,1,1,0,15 years old,0,0 times,0 times,Most of the time,1,Most of the time,Never,0,0,72
10589,0,0,0,17 years old,0,0 times,0 times,Rarely,2,Always,Never,0,0,6
10590,0,0,0,15 years old,0,0 times,0 times,Rarely,1,Sometimes,Never,0,1,9
10591,0,1,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,35
10592,0,1,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,1,0,38
10593,0,1,0,15 years old,0,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Sometimes,0,0,36
10594,0,0,0,16 years old,0,0 times,0 times,Sometimes,2,Most of the time,Always,0,0,6
10595,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Always,0,0,3
10596,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Always,Never,0,0,4
10597,1,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Always,0,0,32
10602,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Never,0,0,7
10603,0,0,1,16 years old,0,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,32
10604,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,6
10606,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,2
10609,0,0,1,16 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,1,30
10612,0,0,0,16 years old,1,0 times,0 times,Rarely,2,Most of the time,Rarely,0,0,8
10613,0,0,0,17 years old,0,0 times,0 times,Always,2,Most of the time,Never,0,0,12
10617,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,5
10618,0,0,1,17 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Always,0,0,36
10619,0,0,0,17 years old,0,0 times,0 times,Sometimes,2,Most of the time,Rarely,0,0,9
10620,0,0,0,17 years old,0,0 times,0 times,Rarely,1,Always,Rarely,0,0,6
10621,0,0,0,17 years old,0,0 times,0 times,Sometimes,1,Rarely,Sometimes,0,0,7
10622,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,2
10623,1,1,0,17 years old,0,0 times,0 times,Always,3 or more,Most of the time,Never,0,0,71
10624,0,1,0,16 years old,0,0 times,0 times,Rarely,0,Never,Rarely,0,0,41
10625,1,0,0,17 years old,0,0 times,0 times,Always,2,Most of the time,Always,0,0,38
10626,0,0,0,17 years old,0,0 times,0 times,Sometimes,2,Most of the time,Always,0,0,6
10627,0,0,0,17 years old,0,0 times,0 times,Most of the time,3 or more,Always,Rarely,0,0,6
10629,0,1,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,39
10630,0,1,0,17 years old,0,0 times,0 times,Sometimes,2,Sometimes,Most of the time,0,0,36
10631,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
10639,0,0,0,13 years old,0,2 or 3 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,6
10644,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
10649,1,0,0,13 years old,1,0 times,0 times,Never,0,Rarely,Rarely,0,1,37
10654,1,1,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,64
10662,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,0,5
10665,1,1,1,14 years old,1,2 or 3 times,0 times,Never,1,Never,Always,0,1,98
10668,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10670,0,0,0,16 years old,1,0 times,8 to 11 times,Never,2,Most of the time,Never,0,0,11
10671,1,1,1,15 years old,0,0 times,8 to 11 times,Rarely,1,Never,Never,0,0,104
10673,0,0,0,14 years old,1,1 time,4 to 7 times,Rarely,3 or more,Most of the time,Always,0,0,7
10677,1,0,0,17 years old,0,0 times,4 to 7 times,Always,3 or more,Always,Most of the time,0,1,37
10679,0,0,1,14 years old,0,0 times,0 times,Most of the time,0,Sometimes,Rarely,0,0,41
10680,1,1,1,16 years old,0,2 or 3 times,0 times,Most of the time,3 or more,Rarely,Never,0,0,100
10685,0,0,0,14 years old,1,0 times,4 to 7 times,Never,3 or more,Always,Rarely,0,1,5
10686,1,0,0,14 years old,0,0 times,0 times,Sometimes,2,Sometimes,Always,0,0,35
10687,0,0,1,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
10688,0,0,0,16 years old,1,0 times,12 or more times,Never,3 or more,Rarely,Rarely,0,0,8
10692,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Never,Sometimes,0,0,6
10695,0,0,0,15 years old,1,0 times,8 to 11 times,Never,3 or more,Most of the time,Sometimes,0,0,8
10696,0,0,0,15 years old,1,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,0,5
10697,1,0,0,15 years old,1,2 or 3 times,1 to 3 times,Never,3 or more,Sometimes,Rarely,0,0,38
10698,0,1,0,16 years old,1,4 or 5 times,0 times,Rarely,2,Most of the time,Most of the time,0,0,39
10700,1,0,0,14 years old,0,0 times,0 times,Always,2,Rarely,Sometimes,0,0,38
10702,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10703,0,0,0,15 years old,1,0 times,1 to 3 times,Sometimes,2,Rarely,Never,0,1,9
10705,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,1,Sometimes,Sometimes,0,0,8
10706,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Never,0,1,4
10709,0,0,0,16 years old,0,0 times,1 to 3 times,Sometimes,2,Most of the time,Sometimes,0,0,9
10711,1,1,1,17 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,1,95
10712,0,0,0,16 years old,0,0 times,0 times,Most of the time,1,Sometimes,Most of the time,0,0,8
10713,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Rarely,Sometimes,0,1,3
10715,1,0,0,17 years old,1,2 or 3 times,0 times,Sometimes,2,Sometimes,Rarely,0,1,40
10716,1,0,0,17 years old,0,0 times,0 times,Sometimes,1,Rarely,Always,0,0,35
